juris_id,ecozone,canfi_genus,genus,a,b,k,cap,volm,count,rmse
NL,5,132,SASS,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,133,PLAT,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,134,PRUN,0,0,1,1,57.430569423999998,6,0.002479261
NL,5,135,GLED,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,136,ROBI,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,137,TILI,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,138,NYSS,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,139,CORN,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,140,ARBU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,141,FRAX,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,142,SALI,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,143,GYMN,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,144,CELT,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,145,AMEL,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,146,CORY,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,147,CRAT,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,148,ILEX,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,149,MALU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,150,NEMO,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,151,RHUS,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,152,SORB,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,153,VIBU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,154,CAST,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,5,155,ASIM,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,1,PICE,0.349647251,-1.210702036,0.999333653,1.012236318,203.55722976999999,19,0.0008871
NL,6,2,PINU,0,0,1,1,,,
NL,6,3,ABIE,1.671031102,-1.441180063,0.997693309,1.028082421,246.12664093999999,22,0.001307302
NL,6,6,LARI,0,0,1,1,,,
NL,6,8,GENC,0.349647251,-1.210702036,0.999333653,1.012236318,203.55722976999999,19,0.0008871
NL,6,9,POPU,0,0,1,1,,,
NL,6,10,BETU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,11,ACER,0,0,1,1,,,
NL,6,12,GENH,0,0,1,1,,,
NL,6,121,CARY,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,122,JUGL,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,123,ALNU,0,0,1,1,57.430569423999998,6,0.002479261
NL,6,124,OSTR,0,0,1,1,57.430569423999998,6,0.002479261
NL,6,125,CARP,0,0,1,1,57.430569423999998,6,0.002479261
NL,6,126,FAGU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,127,QUER,0,0,1,1,57.430569423999998,6,0.002479261
NL,6,128,ULMU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,129,MORU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,130,LIRI,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,131,MAGN,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,132,SASS,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,133,PLAT,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,134,PRUN,0,0,1,1,57.430569423999998,6,0.002479261
NL,6,135,GLED,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,136,ROBI,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,137,TILI,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,138,NYSS,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,139,CORN,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,140,ARBU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,141,FRAX,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,142,SALI,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,143,GYMN,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,144,CELT,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,145,AMEL,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,146,CORY,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,147,CRAT,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,148,ILEX,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,149,MALU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,150,NEMO,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,151,RHUS,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,152,SORB,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,153,VIBU,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,154,CAST,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NL,6,155,ASIM,0.284672056,-0.975361177,0.994411493,1.02325369,57.430569423999998,6,0.002479261
NT,3,1,PICE,99.99999999,-2.179309769,0.999101089,4.09925048,467.9581231,19,0.029353194900000001
NT,3,2,PINU,99.99999999,-1.619269195,0.971015869,1.517920318,627.71148980999999,32,0.027183894900000002
NT,3,3,ABIE,26.21988062,-1.786459277,0.998701702,1.118699712,329.0980206,12,0.023461838700000001
NT,3,5,PSEU,99.99999999,-1.680679955,0.983494956,1.066972991,410.79147707999999,11,0.013809396
NT,3,6,LARI,2.787784403,-2.108897833,1.107940282,1.205519184,199.53544905999999,21,0.119690446
NT,3,9,POPU,99.99999999,-1.415723009,0.873376851,1.565581201,451.73612403999999,14,0.060245468400000002
NT,3,10,BETU,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,3,12,GENH,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,4,1,PICE,99.99999999,-2.179309769,0.999101089,4.09925048,467.9581231,19,0.029353194900000001
NT,4,2,PINU,99.99999999,-1.619269195,0.971015869,1.517920318,627.71148980999999,32,0.027183894900000002
NT,4,3,ABIE,26.21988062,-1.786459277,0.998701702,1.118699712,329.0980206,12,0.023461838700000001
NT,4,5,PSEU,99.99999999,-1.680679955,0.983494956,1.066972991,410.79147707999999,11,0.013809396
NT,4,6,LARI,2.787784403,-2.108897833,1.107940282,1.205519184,199.53544905999999,21,0.119690446
NT,4,9,POPU,99.99999999,-1.415723009,0.873376851,1.565581201,451.73612403999999,14,0.060245468400000002
NT,4,10,BETU,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,4,12,GENH,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,5,1,PICE,99.99999999,-2.179309769,0.999101089,4.09925048,467.9581231,19,0.029353194900000001
NT,5,2,PINU,99.99999999,-1.619269195,0.971015869,1.517920318,627.71148980999999,32,0.027183894900000002
NT,5,3,ABIE,26.21988062,-1.786459277,0.998701702,1.118699712,329.0980206,12,0.023461838700000001
NT,5,5,PSEU,99.99999999,-1.680679955,0.983494956,1.066972991,410.79147707999999,11,0.013809396
NT,5,6,LARI,2.787784403,-2.108897833,1.107940282,1.205519184,199.53544905999999,21,0.119690446
NT,5,9,POPU,99.99999999,-1.415723009,0.873376851,1.565581201,451.73612403999999,14,0.060245468400000002
NT,5,10,BETU,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,5,12,GENH,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,9,1,PICE,7.990651974,-0.935196192,0.940352245,1.374072773,658.35024884999996,33,0.056285975
NT,9,2,PINU,99.99999999,-1.619269195,0.971015869,1.517920318,627.71148980999999,32,0.027183894900000002
NT,9,3,ABIE,26.21988062,-1.786459277,0.998701702,1.118699712,329.0980206,12,0.023461838700000001
NT,9,5,PSEU,99.99999999,-1.680679955,0.983494956,1.066972991,410.79147707999999,11,0.013809396
NT,9,6,LARI,2.787784403,-2.108897833,1.107940282,1.205519184,199.53544905999999,21,0.119690446
NT,9,8,GENC,225.2787117,-1.917835486,0.991069849,1.529353818,658.35024884999996,33,0.015078107300000001
NT,9,9,POPU,26.6229837,-1.239799553,0.955937641,1.768822527,636.05529768999997,29,0.026182720699999999
NT,9,10,BETU,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,9,11,ACER,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,9,12,GENH,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,11,1,PICE,99.99999999,-2.179309769,0.999101089,4.09925048,467.9581231,19,0.029353194900000001
NT,11,2,PINU,99.99999999,-1.619269195,0.971015869,1.517920318,627.71148980999999,32,0.027183894900000002
NT,11,3,ABIE,26.21988062,-1.786459277,0.998701702,1.118699712,329.0980206,12,0.023461838700000001
NT,11,5,PSEU,99.99999999,-1.680679955,0.983494956,1.066972991,410.79147707999999,11,0.013809396
NT,11,6,LARI,2.787784403,-2.108897833,1.107940282,1.205519184,199.53544905999999,21,0.119690446
NT,11,9,POPU,99.99999999,-1.415723009,0.873376851,1.565581201,451.73612403999999,14,0.060245468400000002
NT,11,10,BETU,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,11,12,GENH,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,12,1,PICE,99.99999999,-2.179309769,0.999101089,4.09925048,467.9581231,19,0.029353194900000001
NT,12,2,PINU,99.99999999,-1.619269195,0.971015869,1.517920318,627.71148980999999,32,0.027183894900000002
NT,12,3,ABIE,26.21988062,-1.786459277,0.998701702,1.118699712,329.0980206,12,0.023461838700000001
NT,12,5,PSEU,99.99999999,-1.680679955,0.983494956,1.066972991,410.79147707999999,11,0.013809396
NT,12,6,LARI,2.787784403,-2.108897833,1.107940282,1.205519184,199.53544905999999,21,0.119690446
NT,12,9,POPU,99.99999999,-1.415723009,0.873376851,1.565581201,451.73612403999999,14,0.060245468400000002
NT,12,10,BETU,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
NT,12,12,GENH,99.99999999,-1.015892052,0.067292158,1.903010735,206.7369464,4,0.099556829200000002
